,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
8379,1952,Helsinki,Cycling,Cycling Track,"SHARDELOW, Thomas Frederick",RSA,Men,2000M Tandem,Silver
8380,1952,Helsinki,Cycling,Cycling Track,"POTZERNHEIM, Werner",GER,Men,Sprint Indivual,Bronze
8381,1952,Helsinki,Cycling,Cycling Track,"SACCHI, Enzo",ITA,Men,Sprint Indivual,Gold
8382,1952,Helsinki,Cycling,Cycling Track,"COX, Lionel",AUS,Men,Sprint Indivual,Silver
8383,1952,Helsinki,Cycling,Cycling Track,"BURGESS, Donald Christopher",GBR,Men,Team Pursuit (4000M),Bronze
8384,1952,Helsinki,Cycling,Cycling Track,"NEWBERRY, George Albert",GBR,Men,Team Pursuit (4000M),Bronze
8385,1952,Helsinki,Cycling,Cycling Track,"NEWTON, Alan",GBR,Men,Team Pursuit (4000M),Bronze
8386,1952,Helsinki,Cycling,Cycling Track,"STRETTON, Ronald Charles",GBR,Men,Team Pursuit (4000M),Bronze
8387,1952,Helsinki,Cycling,Cycling Track,"CAMPANA, Loris",ITA,Men,Team Pursuit (4000M),Gold
8388,1952,Helsinki,Cycling,Cycling Track,"DE ROSSI, Mino",ITA,Men,Team Pursuit (4000M),Gold
8389,1952,Helsinki,Cycling,Cycling Track,"MESSINA, Guido",ITA,Men,Team Pursuit (4000M),Gold
8390,1952,Helsinki,Cycling,Cycling Track,"MORETTINI, Marino",ITA,Men,Team Pursuit (4000M),Gold
8391,1952,Helsinki,Cycling,Cycling Track,"ESTMAN, George",RSA,Men,Team Pursuit (4000M),Silver
8392,1952,Helsinki,Cycling,Cycling Track,"FOWLER, Robert Gerald",RSA,Men,Team Pursuit (4000M),Silver
8393,1952,Helsinki,Cycling,Cycling Track,"SHARDELOW, Thomas Frederick",RSA,Men,Team Pursuit (4000M),Silver
8394,1952,Helsinki,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,Men,Team Pursuit (4000M),Silver
8395,1952,Helsinki,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",FRA,Men,Individual,Bronze
8396,1952,Helsinki,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Individual,Gold
8398,1952,Helsinki,Equestrian,Dressage,"POLLAY, Heinz",GER,Men,Team,Bronze
8399,1952,Helsinki,Equestrian,Dressage,"THIEDEMANN, Fritz",GER,Men,Team,Bronze
8400,1952,Helsinki,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",SWE,Men,Team,Gold
8401,1952,Helsinki,Equestrian,Dressage,"PERSSON, Gehnäll",SWE,Men,Team,Gold
8402,1952,Helsinki,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Team,Gold
8403,1952,Helsinki,Equestrian,Dressage,"CHAMMARTIN, Henri",SUI,Men,Team,Silver
8404,1952,Helsinki,Equestrian,Dressage,"FISCHER, Gustav",SUI,Men,Team,Silver
8405,1952,Helsinki,Equestrian,Dressage,"TRACHSEL, Gottfried",SUI,Men,Team,Silver
8407,1952,Helsinki,Equestrian,Eventing,"BÜSING, Wilhelm ""Willy""",GER,Men,Individual,Bronze
8408,1952,Helsinki,Equestrian,Eventing,"VON BLIXEN FINECKE JR., Hans",SWE,Men,Individual,Gold
8409,1952,Helsinki,Equestrian,Eventing,"LEFRANT, Guy Robert Marie",FRA,Men,Individual,Silver
8410,1952,Helsinki,Equestrian,Eventing,"HOUGH, Charles Gordon Jr.",USA,Men,Team,Bronze
8411,1952,Helsinki,Equestrian,Eventing,"STALEY, Walter Goodwin Jr.",USA,Men,Team,Bronze
8412,1952,Helsinki,Equestrian,Eventing,"WOFFORD, John Edwin Brown",USA,Men,Team,Bronze
8413,1952,Helsinki,Equestrian,Eventing,"FRÖLEN, Folke",SWE,Men,Team,Gold
8414,1952,Helsinki,Equestrian,Eventing,"STAHRE, Olof",SWE,Men,Team,Gold
8415,1952,Helsinki,Equestrian,Eventing,"VON BLIXEN FINECKE JR., Hans",SWE,Men,Team,Gold
8416,1952,Helsinki,Equestrian,Eventing,"BÜSING, Wilhelm ""Willy""",GER,Men,Team,Silver
8417,1952,Helsinki,Equestrian,Eventing,"ROTHE, Otto",GER,Men,Team,Silver
8418,1952,Helsinki,Equestrian,Eventing,"WAGNER, Klaus",GER,Men,Team,Silver
8419,1952,Helsinki,Equestrian,Jumping,"THIEDEMANN, Fritz",GER,Men,Individual,Bronze
8420,1952,Helsinki,Equestrian,Jumping,"JONQUERES D'ORIOLA, Pierre",FRA,Men,Individual,Gold
8421,1952,Helsinki,Equestrian,Jumping,"CRISTI-GALLO, Oscar",CHI,Men,Individual,Silver
8422,1952,Helsinki,Equestrian,Jumping,"MCCASHIN, Arthur Johan",USA,Men,Team,Bronze
8423,1952,Helsinki,Equestrian,Jumping,"RUSSELL, John William",USA,Men,Team,Bronze
8424,1952,Helsinki,Equestrian,Jumping,"STEINKRAUS, William Clark",USA,Men,Team,Bronze
8425,1952,Helsinki,Equestrian,Jumping,"LLEWELLYN, Harry Morton",GBR,Men,Team,Gold
8426,1952,Helsinki,Equestrian,Jumping,"STEWART, Douglas Norman",GBR,Men,Team,Gold
8427,1952,Helsinki,Equestrian,Jumping,"WHITE, Wilfred Harry",GBR,Men,Team,Gold
8428,1952,Helsinki,Equestrian,Jumping,"CRISTI-GALLO, Oscar",CHI,Men,Team,Silver
8429,1952,Helsinki,Equestrian,Jumping,"ECHEVERRIA, Ricardo",CHI,Men,Team,Silver
8430,1952,Helsinki,Equestrian,Jumping,"MENDOZA, Cesar",CHI,Men,Team,Silver
8431,1952,Helsinki,Fencing,Fencing,"ZAPPELLI, Oswald",SUI,Men,Épée Individual,Bronze
8432,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Individual,Gold
8433,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Dario",ITA,Men,Épée Individual,Silver
8434,1952,Helsinki,Fencing,Fencing,"BARTH, Paul",SUI,Men,Épée Team,Bronze
8435,1952,Helsinki,Fencing,Fencing,"FITTING, Willy",SUI,Men,Épée Team,Bronze
8436,1952,Helsinki,Fencing,Fencing,"MEISTER, Paul",SUI,Men,Épée Team,Bronze
8437,1952,Helsinki,Fencing,Fencing,"RÜFENACHT, Otto",SUI,Men,Épée Team,Bronze
8438,1952,Helsinki,Fencing,Fencing,"VALOTA, Mario",SUI,Men,Épée Team,Bronze
8439,1952,Helsinki,Fencing,Fencing,"ZAPPELLI, Oswald",SUI,Men,Épée Team,Bronze
8440,1952,Helsinki,Fencing,Fencing,"BATTAGLIA, Roberto",ITA,Men,Épée Team,Gold
8441,1952,Helsinki,Fencing,Fencing,"BERTINETTI, Franco",ITA,Men,Épée Team,Gold
8442,1952,Helsinki,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Team,Gold
8443,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Dario",ITA,Men,Épée Team,Gold
8444,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Team,Gold
8445,1952,Helsinki,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Team,Gold
8446,1952,Helsinki,Fencing,Fencing,"CARLESON, Per Hjalmar",SWE,Men,Épée Team,Silver
8447,1952,Helsinki,Fencing,Fencing,"FAHLMAN, Sven",SWE,Men,Épée Team,Silver
8448,1952,Helsinki,Fencing,Fencing,"FORSSELL, Carl",SWE,Men,Épée Team,Silver
8449,1952,Helsinki,Fencing,Fencing,"LJUNGQUIST, Bengt",SWE,Men,Épée Team,Silver
8450,1952,Helsinki,Fencing,Fencing,"MAGNUSSON, Lennart",SWE,Men,Épée Team,Silver
8451,1952,Helsinki,Fencing,Fencing,"REHBINDER, Berndt-Otto",SWE,Men,Épée Team,Silver
8452,1952,Helsinki,Fencing,Fencing,"DI ROSA, Manlio",ITA,Men,Foil Individual,Bronze
8453,1952,Helsinki,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Individual,Gold
8454,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Foil Individual,Silver
8458,1952,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Men,Foil Team,Bronze
8459,1952,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Foil Team,Bronze
8460,1952,Helsinki,Fencing,Fencing,"MASZLAY, Lajos",HUN,Men,Foil Team,Bronze
8461,1952,Helsinki,Fencing,Fencing,"PALOCZ, Endre",HUN,Men,Foil Team,Bronze
8462,1952,Helsinki,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,Foil Team,Bronze
8463,1952,Helsinki,Fencing,Fencing,"TILLI, Endre",HUN,Men,Foil Team,Bronze
8464,1952,Helsinki,Fencing,Fencing,"BUHAN, Jehan",FRA,Men,Foil Team,Gold
8465,1952,Helsinki,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Team,Gold
8466,1952,Helsinki,Fencing,Fencing,"LATASTE, Jacques",FRA,Men,Foil Team,Gold
8467,1952,Helsinki,Fencing,Fencing,"NETTER, Claude",FRA,Men,Foil Team,Gold
8468,1952,Helsinki,Fencing,Fencing,"NOËL, Jacques",FRA,Men,Foil Team,Gold
8469,1952,Helsinki,Fencing,Fencing,"ROMMEL, Adrien",FRA,Men,Foil Team,Gold
8470,1952,Helsinki,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Team,Silver
8471,1952,Helsinki,Fencing,Fencing,"DI ROSA, Manlio",ITA,Men,Foil Team,Silver
8472,1952,Helsinki,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Foil Team,Silver
8473,1952,Helsinki,Fencing,Fencing,"NOSTINI, Renzo",ITA,Men,Foil Team,Silver
8474,1952,Helsinki,Fencing,Fencing,"PELLINI, Giorgio",ITA,Men,Foil Team,Silver
8475,1952,Helsinki,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Team,Silver
8476,1952,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Men,Sabre Individual,Bronze
8477,1952,Helsinki,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Men,Sabre Individual,Gold
8478,1952,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Individual,Silver
8479,1952,Helsinki,Fencing,Fencing,"LAROYENNE, Jean",FRA,Men,Sabre Team,Bronze
8480,1952,Helsinki,Fencing,Fencing,"LEFEVRE, Jacques",FRA,Men,Sabre Team,Bronze
8481,1952,Helsinki,Fencing,Fencing,"LEVAVASSEUR, Jean",FRA,Men,Sabre Team,Bronze
8482,1952,Helsinki,Fencing,Fencing,"MOREL, Bernard",FRA,Men,Sabre Team,Bronze
8483,1952,Helsinki,Fencing,Fencing,"PIOT, Maurice",FRA,Men,Sabre Team,Bronze
8484,1952,Helsinki,Fencing,Fencing,"TOURNON, Jean Francois",FRA,Men,Sabre Team,Bronze
8485,1952,Helsinki,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Men,Sabre Team,Gold
8486,1952,Helsinki,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Team,Gold
8487,1952,Helsinki,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Team,Gold
8488,1952,Helsinki,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Men,Sabre Team,Gold
8489,1952,Helsinki,Fencing,Fencing,"PAPP, Bertalan",HUN,Men,Sabre Team,Gold
8490,1952,Helsinki,Fencing,Fencing,"RAJCSANYI, Laszlo",HUN,Men,Sabre Team,Gold
8491,1952,Helsinki,Fencing,Fencing,"DARE, Gastone",ITA,Men,Sabre Team,Silver
8492,1952,Helsinki,Fencing,Fencing,"FERRARI, Roberto",ITA,Men,Sabre Team,Silver
8493,1952,Helsinki,Fencing,Fencing,"NOSTINI, Renzo",ITA,Men,Sabre Team,Silver
8494,1952,Helsinki,Fencing,Fencing,"PELLINI, Giorgio",ITA,Men,Sabre Team,Silver
8495,1952,Helsinki,Fencing,Fencing,"PINTON, Vincenzo",ITA,Men,Sabre Team,Silver
8496,1952,Helsinki,Fencing,Fencing,"RACCA, Mauro",ITA,Men,Sabre Team,Silver
8497,1952,Helsinki,Football,Football,"AHLUND, Olof ""Olle""",SWE,Men,Football,Bronze
8498,1952,Helsinki,Football,Football,"BENGTSSON, Sylve",SWE,Men,Football,Bronze
8499,1952,Helsinki,Football,Football,"BRODD, Yngve",SWE,Men,Football,Bronze
8500,1952,Helsinki,Football,Football,"GUSTAVSSON, Bengt",SWE,Men,Football,Bronze
8501,1952,Helsinki,Football,Football,"HANSSON, Holger",SWE,Men,Football,Bronze
8502,1952,Helsinki,Football,Football,"LINDH, Gösta Lennart",SWE,Men,Football,Bronze
8503,1952,Helsinki,Football,Football,"LÖFGREN, Gösta",SWE,Men,Football,Bronze
8504,1952,Helsinki,Football,Football,"NILSSON, Erik",SWE,Men,Football,Bronze
8505,1952,Helsinki,Football,Football,"RYDELL, Ingvar",SWE,Men,Football,Bronze
8506,1952,Helsinki,Football,Football,"SAMUELSSON, Lennart",SWE,Men,Football,Bronze
8507,1952,Helsinki,Football,Football,"SANDBERG, Gösta",SWE,Men,Football,Bronze
8508,1952,Helsinki,Football,Football,"SVENSSON, Karl",SWE,Men,Football,Bronze
8509,1952,Helsinki,Football,Football,"BOZSIK, Jozsef",HUN,Men,Football,Gold
8510,1952,Helsinki,Football,Football,"BUDAI, Laszlo",HUN,Men,Football,Gold
8511,1952,Helsinki,Football,Football,"BUZANSZKY, Jenö",HUN,Men,Football,Gold
8512,1952,Helsinki,Football,Football,"CSORDAS, Lajos",HUN,Men,Football,Gold
8513,1952,Helsinki,Football,Football,"CZIBOR, Zoltan",HUN,Men,Football,Gold
8514,1952,Helsinki,Football,Football,"DALNOKI, Jenö",HUN,Men,Football,Gold
8515,1952,Helsinki,Football,Football,"GROSICS, Gyula",HUN,Men,Football,Gold
8516,1952,Helsinki,Football,Football,"HIDEGKUTI, Nandor",HUN,Men,Football,Gold
8517,1952,Helsinki,Football,Football,"KOCSIS, Sandor",HUN,Men,Football,Gold
8518,1952,Helsinki,Football,Football,"KOVACS, Imre",HUN,Men,Football,Gold
8519,1952,Helsinki,Football,Football,"LANTOS, Mihaly",HUN,Men,Football,Gold
8520,1952,Helsinki,Football,Football,"LORANT, Gyula",HUN,Men,Football,Gold
8521,1952,Helsinki,Football,Football,"PALOTAS, Peter",HUN,Men,Football,Gold
8522,1952,Helsinki,Football,Football,"PUSKAS, Ferenc",HUN,Men,Football,Gold
8523,1952,Helsinki,Football,Football,"ZAKARIAS, Jozsef",HUN,Men,Football,Gold
8524,1952,Helsinki,Football,Football,"BEARA, Vladimir",YUG,Men,Football,Silver
8525,1952,Helsinki,Football,Football,"BOBEK, Stjepan",YUG,Men,Football,Silver
8526,1952,Helsinki,Football,Football,"BOSKOV, Vujadin",YUG,Men,Football,Silver
8527,1952,Helsinki,Football,Football,"CAJKOVSKI, Zlatko",YUG,Men,Football,Silver
8528,1952,Helsinki,Football,Football,"CRNKOVIC, Tomislav",YUG,Men,Football,Silver
8529,1952,Helsinki,Football,Football,"HORVAT, Ivan",YUG,Men,Football,Silver
8530,1952,Helsinki,Football,Football,"MITIC, Rajko",YUG,Men,Football,Silver
8531,1952,Helsinki,Football,Football,"OGNJANOV, Tihomir",YUG,Men,Football,Silver
8532,1952,Helsinki,Football,Football,"STANKOVIC, Branislav",YUG,Men,Football,Silver
8533,1952,Helsinki,Football,Football,"VUKAS, Bernard",YUG,Men,Football,Silver
8534,1952,Helsinki,Football,Football,"ZEBEC, Branko",YUG,Men,Football,Silver
8538,1952,Helsinki,Gymnastics,Artistic G.,"THORESSON, William",SWE,Men,Floor Exercises,Gold
8539,1952,Helsinki,Gymnastics,Artistic G.,"JOKIEL, Jerzy",POL,Men,Floor Exercises,Silver
8540,1952,Helsinki,Gymnastics,Artistic G.,"UESAKO, Tadao",JPN,Men,Floor Exercises,Silver
8544,1952,Helsinki,Gymnastics,Artistic G.,"GÜNTHARD, Jakob (Jack)",SUI,Men,Horizontal Bar,Gold
8545,1952,Helsinki,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Men,Horizontal Bar,Silver
8546,1952,Helsinki,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Men,Horizontal Bar,Silver
8547,1952,Helsinki,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Men,Individual All-Round,Bronze
8548,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Individual All-Round,Gold
8549,1952,Helsinki,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,Men,Individual All-Round,Silver
8553,1952,Helsinki,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Men,Parallel Bars,Bronze
8554,1952,Helsinki,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Men,Parallel Bars,Gold
8555,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Parallel Bars,Silver
8556,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Pommel Horse,Gold
8557,1952,Helsinki,Gymnastics,Artistic G.,"KOROLKOV, Yevgeni",URS,Men,Pommel Horse,Silver
8558,1952,Helsinki,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,Men,Pommel Horse,Silver
8559,1952,Helsinki,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Men,Rings,Bronze
8560,1952,Helsinki,Gymnastics,Artistic G.,"LEONKIN, Dmitri",URS,Men,Rings,Bronze
8561,1952,Helsinki,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,Men,Rings,Gold
8562,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Rings,Silver
8563,1952,Helsinki,Gymnastics,Artistic G.,"AALTONEN, Paavo Johannes",FIN,Men,Team Competition,Bronze
8564,1952,Helsinki,Gymnastics,Artistic G.,"LAITINEN, Kalevi Johannes",FIN,Men,Team Competition,Bronze
8565,1952,Helsinki,Gymnastics,Artistic G.,"LAPPALAINEN, Onni Armas",FIN,Men,Team Competition,Bronze
8566,1952,Helsinki,Gymnastics,Artistic G.,"LEMPINEN, Kaino Johannes",FIN,Men,Team Competition,Bronze
8567,1952,Helsinki,Gymnastics,Artistic G.,"LINDFORS, Berndt Torbjörn",FIN,Men,Team Competition,Bronze
8568,1952,Helsinki,Gymnastics,Artistic G.,"ROVE, Olavi Antero",FIN,Men,Team Competition,Bronze
8569,1952,Helsinki,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,Team Competition,Bronze
8570,1952,Helsinki,Gymnastics,Artistic G.,"VISKARI, Kalevi",FIN,Men,Team Competition,Bronze
8571,1952,Helsinki,Gymnastics,Artistic G.,"BELYAKOV, Vladimir",URS,Men,Team Competition,Gold
8572,1952,Helsinki,Gymnastics,Artistic G.,"BERDIEV, Iosif",URS,Men,Team Competition,Gold
8573,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Team Competition,Gold
8574,1952,Helsinki,Gymnastics,Artistic G.,"KOROLKOV, Yevgeni",URS,Men,Team Competition,Gold
8575,1952,Helsinki,Gymnastics,Artistic G.,"LEONKIN, Dmitri",URS,Men,Team Competition,Gold
8576,1952,Helsinki,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,Team Competition,Gold
8577,1952,Helsinki,Gymnastics,Artistic G.,"PERELMAN, Mikhail",URS,Men,Team Competition,Gold
8578,1952,Helsinki,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,Men,Team Competition,Gold
8579,1952,Helsinki,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Men,Team Competition,Silver
8580,1952,Helsinki,Gymnastics,Artistic G.,"FIVIAN, Ernst",SUI,Men,Team Competition,Silver
8581,1952,Helsinki,Gymnastics,Artistic G.,"GEBENDINGER, Ernst",SUI,Men,Team Competition,Silver
8582,1952,Helsinki,Gymnastics,Artistic G.,"GÜNTHARD, Jakob (Jack)",SUI,Men,Team Competition,Silver
8583,1952,Helsinki,Gymnastics,Artistic G.,"SCHWARZENTRUBER, Johannes (Hans)",SUI,Men,Team Competition,Silver
8584,1952,Helsinki,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Men,Team Competition,Silver
8585,1952,Helsinki,Gymnastics,Artistic G.,"THALMANN, Melchior",SUI,Men,Team Competition,Silver
8586,1952,Helsinki,Gymnastics,Artistic G.,"TSCHABOLD, Jean Louis",SUI,Men,Team Competition,Silver
8638,1952,Helsinki,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,Vault,Bronze
8639,1952,Helsinki,Gymnastics,Artistic G.,"UESAKO, Tadao",JPN,Men,Vault,Bronze
8640,1952,Helsinki,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,Vault,Gold
8641,1952,Helsinki,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,Vault,Silver
8645,1952,Helsinki,Hockey,Hockey,"CARNILL, Denys John",GBR,Men,Hockey,Bronze
8646,1952,Helsinki,Hockey,Hockey,"COCKETT, John Ashley",GBR,Men,Hockey,Bronze
8647,1952,Helsinki,Hockey,Hockey,"CONROY, John Valentine",GBR,Men,Hockey,Bronze
8648,1952,Helsinki,Hockey,Hockey,"DADDS, Graham Bassett",GBR,Men,Hockey,Bronze
8649,1952,Helsinki,Hockey,Hockey,"DAY, Derek Malcolm",GBR,Men,Hockey,Bronze
8650,1952,Helsinki,Hockey,Hockey,"EAGAN, Dennis Michael Royal",GBR,Men,Hockey,Bronze
8651,1952,Helsinki,Hockey,Hockey,"FLETCHER, Robin Anthony",GBR,Men,Hockey,Bronze
8652,1952,Helsinki,Hockey,Hockey,"MIDGLEY, Roger Keith",GBR,Men,Hockey,Bronze
8653,1952,Helsinki,Hockey,Hockey,"NORRIS, Richard Owen Alfred",GBR,Men,Hockey,Bronze
8654,1952,Helsinki,Hockey,Hockey,"NUGENT, Nigel Algernon D.",GBR,Men,Hockey,Bronze
8655,1952,Helsinki,Hockey,Hockey,"NUNN, Anthony Stuart",GBR,Men,Hockey,Bronze
8656,1952,Helsinki,Hockey,Hockey,"ROBINSON, Anthony John Backh.",GBR,Men,Hockey,Bronze
8657,1952,Helsinki,Hockey,Hockey,"TAYLOR, John Paskin",GBR,Men,Hockey,Bronze
8658,1952,Helsinki,Hockey,Hockey,"CLAUDIUS, Leslie Walter",IND,Men,Hockey,Gold
8659,1952,Helsinki,Hockey,Hockey,"DALUZ, Meldric St.Clair",IND,Men,Hockey,Gold
8660,1952,Helsinki,Hockey,Hockey,"DATT, Keshava",IND,Men,Hockey,Gold
8661,1952,Helsinki,Hockey,Hockey,"DESMUTHU, Chinadorai",IND,Men,Hockey,Gold
8662,1952,Helsinki,Hockey,Hockey,"FRANCIS, Ranganandhan",IND,Men,Hockey,Gold
8663,1952,Helsinki,Hockey,Hockey,"LAL SHARMA, Raghbir",IND,Men,Hockey,Gold
8664,1952,Helsinki,Hockey,Hockey,"PERUMAL, Govind",IND,Men,Hockey,Gold
8665,1952,Helsinki,Hockey,Hockey,"RAJAGOPAL, Muniswamy",IND,Men,Hockey,Gold
8666,1952,Helsinki,Hockey,Hockey,"SINGH DOSANJH, Balbir",IND,Men,Hockey,Gold
8667,1952,Helsinki,Hockey,Hockey,"SINGH GENTLE, Randhir",IND,Men,Hockey,Gold
8668,1952,Helsinki,Hockey,Hockey,"SINGH KULLAR, Udham",IND,Men,Hockey,Gold
8669,1952,Helsinki,Hockey,Hockey,"SINGH, Dharam",IND,Men,Hockey,Gold
8670,1952,Helsinki,Hockey,Hockey,"SINGH, Grahanandan Nandy",IND,Men,Hockey,Gold
8671,1952,Helsinki,Hockey,Hockey,"SINGH, Kunwar Digvijai",IND,Men,Hockey,Gold
8672,1952,Helsinki,Hockey,Hockey,"ANCION, Julius Theodoor",NED,Men,Hockey,Silver
