,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
17556,1984,Los Angeles,Hockey,Hockey,"HURTER, Karl-Joachim",FRG,Men,Hockey,Silver
17557,1984,Los Angeles,Hockey,Hockey,"KELLER, Andreas",FRG,Men,Hockey,Silver
17558,1984,Los Angeles,Hockey,Hockey,"KRULL, Reinhard",FRG,Men,Hockey,Silver
17559,1984,Los Angeles,Hockey,Hockey,"PETER, Michael",FRG,Men,Hockey,Silver
17560,1984,Los Angeles,Hockey,Hockey,"RECK, Thomas Werner",FRG,Men,Hockey,Silver
17561,1984,Los Angeles,Hockey,Hockey,"SCHMIDT-OPPER, Ekkhard",FRG,Men,Hockey,Silver
17562,1984,Los Angeles,Hockey,Hockey,"SLAWYK, Markku",FRG,Men,Hockey,Silver
17611,1984,Los Angeles,Judo,Judo,"ECKERSLEY, Neil",GBR,Men,- 60 KG,Bronze
17612,1984,Los Angeles,Judo,Judo,"LIDDIE, Edward J.",USA,Men,- 60 KG,Bronze
17613,1984,Los Angeles,Judo,Judo,"HOSOKAWA, Shinji",JPN,Men,- 60 KG,Gold
17614,1984,Los Angeles,Judo,Judo,"KIM, Jae-Yup",KOR,Men,- 60 KG,Silver
17615,1984,Los Angeles,Judo,Judo,"BERGER, Marc",CAN,Men,+ 95KG (Heavyweight),Bronze
17616,1984,Los Angeles,Judo,Judo,"CHO, Yong-Chul",KOR,Men,+ 95KG (Heavyweight),Bronze
17617,1984,Los Angeles,Judo,Judo,"SAITO, Hitoshi",JPN,Men,+ 95KG (Heavyweight),Gold
17618,1984,Los Angeles,Judo,Judo,"PARISI, Angelo",FRA,Men,+ 95KG (Heavyweight),Silver
17619,1984,Los Angeles,Judo,Judo,"ALEXANDRE, Marc",FRA,Men,60 - 65KG (Half-Lightweight),Bronze
17620,1984,Los Angeles,Judo,Judo,"REITER, Josef",AUT,Men,60 - 65KG (Half-Lightweight),Bronze
17621,1984,Los Angeles,Judo,Judo,"MATSUOKA, Yoshiyuki",JPN,Men,60 - 65KG (Half-Lightweight),Gold
17622,1984,Los Angeles,Judo,Judo,"HWANG, Jun-Oh",KOR,Men,60 - 65KG (Half-Lightweight),Silver
17623,1984,Los Angeles,Judo,Judo,"BROWN, Kerrith",GBR,Men,65 - 71KG (Lightweight),Bronze
17624,1984,Los Angeles,Judo,Judo,"YOSHIO ONMURA, Luiz Yoshio",BRA,Men,65 - 71KG (Lightweight),Bronze
17625,1984,Los Angeles,Judo,Judo,"AHN, Byung-Keun",KOR,Men,65 - 71KG (Lightweight),Gold
17626,1984,Los Angeles,Judo,Judo,"GAMBA, Ezio",ITA,Men,65 - 71KG (Lightweight),Silver
17627,1984,Los Angeles,Judo,Judo,"FRATICA, Mircea",ROU,Men,71 - 78KG (Half-Middleweight),Bronze
17628,1984,Los Angeles,Judo,Judo,"NOWAK, Michel",FRA,Men,71 - 78KG (Half-Middleweight),Bronze
17629,1984,Los Angeles,Judo,Judo,"WIENEKE, Frank",FRG,Men,71 - 78KG (Half-Middleweight),Gold
17630,1984,Los Angeles,Judo,Judo,"ADAMS, Neil",GBR,Men,71 - 78KG (Half-Middleweight),Silver
17631,1984,Los Angeles,Judo,Judo,"CARMONA, Walter",BRA,Men,78 - 86KG (Middleweight),Bronze
17632,1984,Los Angeles,Judo,Judo,"NOSE, Seiki",JPN,Men,78 - 86KG (Middleweight),Bronze
17633,1984,Los Angeles,Judo,Judo,"SEISENBACHER, Peter",AUT,Men,78 - 86KG (Middleweight),Gold
17634,1984,Los Angeles,Judo,Judo,"BERLAND, Robert Lee",USA,Men,78 - 86KG (Middleweight),Silver
17635,1984,Los Angeles,Judo,Judo,"FRIDRIKSSON, Bjarni",ISL,Men,86 - 95KG (Half-Heavyweight),Bronze
17636,1984,Los Angeles,Judo,Judo,"NEUREUTHER, Günther",FRG,Men,86 - 95KG (Half-Heavyweight),Bronze
17637,1984,Los Angeles,Judo,Judo,"HA, Hyung-Zoo",KOR,Men,86 - 95KG (Half-Heavyweight),Gold
17638,1984,Los Angeles,Judo,Judo,"VIEIRA, Douglas",BRA,Men,86 - 95KG (Half-Heavyweight),Silver
17639,1984,Los Angeles,Judo,Judo,"CIOC, Mihai",ROU,Men,Open Category,Bronze
17640,1984,Los Angeles,Judo,Judo,"SCHNABEL, Arthur",FRG,Men,Open Category,Bronze
17641,1984,Los Angeles,Judo,Judo,"YAMASHITA, Yasuhiro",JPN,Men,Open Category,Gold
17642,1984,Los Angeles,Judo,Judo,"RASHWAN, Mohamed",EGY,Men,Open Category,Silver
17643,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"MASSULLO, Carlo",ITA,Men,Individual Competition,Bronze
17644,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"MASALA, Daniele",ITA,Men,Individual Competition,Gold
17645,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"RASMUSON, Svante",SWE,Men,Individual Competition,Silver
17646,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"BOUBE, Didier",FRA,Men,Team Competition,Bronze
17647,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"BOUZOU, Joel",FRA,Men,Team Competition,Bronze
17648,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"FOUR, Paul",FRA,Men,Team Competition,Bronze
17649,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"CRISTOFORI, Pier Paolo",ITA,Men,Team Competition,Gold
17650,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"MASALA, Daniele",ITA,Men,Team Competition,Gold
17651,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"MASSULLO, Carlo",ITA,Men,Team Competition,Gold
17652,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"GLENESK, Dean William",USA,Men,Team Competition,Silver
17653,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"LOSEY, Robert Gregory",USA,Men,Team Competition,Silver
17654,1984,Los Angeles,Modern Pentathlon,Modern Pentath.,"STORM, Michael Earle",USA,Men,Team Competition,Silver
17655,1984,Los Angeles,Rowing,Rowing,"GREPPERUD, Hans Magnus",NOR,Men,Coxless Pair (2-),Bronze
17656,1984,Los Angeles,Rowing,Rowing,"LOKEN, Sverre Bertrand",NOR,Men,Coxless Pair (2-),Bronze
17657,1984,Los Angeles,Rowing,Rowing,"IOSUB, Petru",ROU,Men,Coxless Pair (2-),Gold
17658,1984,Los Angeles,Rowing,Rowing,"TOMA, Valer",ROU,Men,Coxless Pair (2-),Gold
17659,1984,Los Angeles,Rowing,Rowing,"CLIMENT HUERTA, Fernando",ESP,Men,Coxless Pair (2-),Silver
17660,1984,Los Angeles,Rowing,Rowing,"LASURTEGUI BERRIDI, Luis Maria",ESP,Men,Coxless Pair (2-),Silver
17661,1984,Los Angeles,Rowing,Rowing,"PANCIC, Zoran",YUG,Men,Double Sculls (2X),Bronze
17662,1984,Los Angeles,Rowing,Rowing,"STANULOV, Milorad",YUG,Men,Double Sculls (2X),Bronze
17663,1984,Los Angeles,Rowing,Rowing,"ENQUIST, Paul N.",USA,Men,Double Sculls (2X),Gold
17664,1984,Los Angeles,Rowing,Rowing,"LEWIS, Bradley Alan",USA,Men,Double Sculls (2X),Gold
17665,1984,Los Angeles,Rowing,Rowing,"CROIS, Dirk",BEL,Men,Double Sculls (2X),Silver
17666,1984,Los Angeles,Rowing,Rowing,"DELOOF, Pierre Marie",BEL,Men,Double Sculls (2X),Silver
17673,1984,Los Angeles,Rowing,Rowing,"BATTERSBY, James",AUS,Men,Eight With Coxswain (8+),Bronze
17674,1984,Los Angeles,Rowing,Rowing,"EDMUNDS, Ian",AUS,Men,Eight With Coxswain (8+),Bronze
17675,1984,Los Angeles,Rowing,Rowing,"EVANS, Stephen",AUS,Men,Eight With Coxswain (8+),Bronze
17676,1984,Los Angeles,Rowing,Rowing,"HEFER, Clyde",AUS,Men,Eight With Coxswain (8+),Bronze
17677,1984,Los Angeles,Rowing,Rowing,"MULLER, Craig",AUS,Men,Eight With Coxswain (8+),Bronze
17678,1984,Los Angeles,Rowing,Rowing,"PATTEN, Samuel",AUS,Men,Eight With Coxswain (8+),Bronze
17679,1984,Los Angeles,Rowing,Rowing,"POPA, Ion",AUS,Men,Eight With Coxswain (8+),Bronze
17680,1984,Los Angeles,Rowing,Rowing,"THREDGOLD, Gavin",AUS,Men,Eight With Coxswain (8+),Bronze
17681,1984,Los Angeles,Rowing,Rowing,"WILLOUGHBY, Timothy",AUS,Men,Eight With Coxswain (8+),Bronze
17682,1984,Los Angeles,Rowing,Rowing,"CRAWFORD, Dean",CAN,Men,Eight With Coxswain (8+),Gold
17683,1984,Los Angeles,Rowing,Rowing,"EVANS, Mark",CAN,Men,Eight With Coxswain (8+),Gold
17684,1984,Los Angeles,Rowing,Rowing,"EVANS, Michael",CAN,Men,Eight With Coxswain (8+),Gold
17685,1984,Los Angeles,Rowing,Rowing,"HORN, Blair J.H.",CAN,Men,Eight With Coxswain (8+),Gold
17686,1984,Los Angeles,Rowing,Rowing,"MAIN, Gerald Grant",CAN,Men,Eight With Coxswain (8+),Gold
17687,1984,Los Angeles,Rowing,Rowing,"MCMAHON, Robert Brian",CAN,Men,Eight With Coxswain (8+),Gold
17688,1984,Los Angeles,Rowing,Rowing,"NEUFELD, Kevin",CAN,Men,Eight With Coxswain (8+),Gold
17689,1984,Los Angeles,Rowing,Rowing,"STEELE, Paul",CAN,Men,Eight With Coxswain (8+),Gold
17690,1984,Los Angeles,Rowing,Rowing,"TURNER, Patrick",CAN,Men,Eight With Coxswain (8+),Gold
17691,1984,Los Angeles,Rowing,Rowing,"BORCHERT, Earl Frederick",USA,Men,Eight With Coxswain (8+),Silver
17692,1984,Los Angeles,Rowing,Rowing,"CLAPP, Charles Elmer III.",USA,Men,Eight With Coxswain (8+),Silver
17693,1984,Los Angeles,Rowing,Rowing,"DARLING, Thomas Ward",USA,Men,Eight With Coxswain (8+),Silver
17694,1984,Los Angeles,Rowing,Rowing,"IBBETSON, Bruce Bernard",USA,Men,Eight With Coxswain (8+),Silver
17695,1984,Los Angeles,Rowing,Rowing,"JAUGSTETTER, Robert C.",USA,Men,Eight With Coxswain (8+),Silver
17696,1984,Los Angeles,Rowing,Rowing,"LUBSEN, Walter Harry Jr.",USA,Men,Eight With Coxswain (8+),Silver
17697,1984,Los Angeles,Rowing,Rowing,"PENNY, Christopher Gore",USA,Men,Eight With Coxswain (8+),Silver
17698,1984,Los Angeles,Rowing,Rowing,"SUDDUTH, Andrew Hancock",USA,Men,Eight With Coxswain (8+),Silver
17699,1984,Los Angeles,Rowing,Rowing,"TERWILLIGER, John Richard",USA,Men,Eight With Coxswain (8+),Silver
17727,1984,Los Angeles,Rowing,Rowing,"CHRISTIANSEN, Erik",DEN,Men,Four Without Coxswain (4-),Bronze
17728,1984,Los Angeles,Rowing,Rowing,"JESSEN, Michael",DEN,Men,Four Without Coxswain (4-),Bronze
17729,1984,Los Angeles,Rowing,Rowing,"NIELSEN, Lars",DEN,Men,Four Without Coxswain (4-),Bronze
17730,1984,Los Angeles,Rowing,Rowing,"RASMUSSEN, Per",DEN,Men,Four Without Coxswain (4-),Bronze
17731,1984,Los Angeles,Rowing,Rowing,"O'Brien, Shane",NZL,Men,Four Without Coxswain (4-),Gold
17732,1984,Los Angeles,Rowing,Rowing,"O'CONNELL, Leslie",NZL,Men,Four Without Coxswain (4-),Gold
17733,1984,Los Angeles,Rowing,Rowing,"ROBERTSON, Conrad",NZL,Men,Four Without Coxswain (4-),Gold
17734,1984,Los Angeles,Rowing,Rowing,"TRASK, Keith",NZL,Men,Four Without Coxswain (4-),Gold
17735,1984,Los Angeles,Rowing,Rowing,"CLARK, David Robert",USA,Men,Four Without Coxswain (4-),Silver
17736,1984,Los Angeles,Rowing,Rowing,"FORNEY, Alan Michael",USA,Men,Four Without Coxswain (4-),Silver
17737,1984,Los Angeles,Rowing,Rowing,"SMITH, Jonathan S.",USA,Men,Four Without Coxswain (4-),Silver
17738,1984,Los Angeles,Rowing,Rowing,"STEKL, Philip William",USA,Men,Four Without Coxswain (4-),Silver
17739,1984,Los Angeles,Rowing,Rowing,"HOLLISTER, Brett",NZL,Men,Four-Oared Shell With Coxswain (4-),Bronze
17740,1984,Los Angeles,Rowing,Rowing,"LAWTON, Kevin",NZL,Men,Four-Oared Shell With Coxswain (4-),Bronze
17741,1984,Los Angeles,Rowing,Rowing,"MABBOTT, Barrie",NZL,Men,Four-Oared Shell With Coxswain (4-),Bronze
17742,1984,Los Angeles,Rowing,Rowing,"SYMON, Donald",NZL,Men,Four-Oared Shell With Coxswain (4-),Bronze
17743,1984,Los Angeles,Rowing,Rowing,"TONG, Ross",NZL,Men,Four-Oared Shell With Coxswain (4-),Bronze
17744,1984,Los Angeles,Rowing,Rowing,"BUDGETT, Richard Gordon M.",GBR,Men,Four-Oared Shell With Coxswain (4-),Gold
17745,1984,Los Angeles,Rowing,Rowing,"CROSS, Martin",GBR,Men,Four-Oared Shell With Coxswain (4-),Gold
17746,1984,Los Angeles,Rowing,Rowing,"ELLISON, Adrian Charles",GBR,Men,Four-Oared Shell With Coxswain (4-),Gold
17747,1984,Los Angeles,Rowing,Rowing,"HOLMES, Andrew John",GBR,Men,Four-Oared Shell With Coxswain (4-),Gold
17748,1984,Los Angeles,Rowing,Rowing,"REDGRAVE, Steven",GBR,Men,Four-Oared Shell With Coxswain (4-),Gold
17749,1984,Los Angeles,Rowing,Rowing,"BACH, Michael",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
17750,1984,Los Angeles,Rowing,Rowing,"IVES, Edward Ashley",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
17751,1984,Los Angeles,Rowing,Rowing,"KIEFER, Thomas Nisbit",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
17752,1984,Los Angeles,Rowing,Rowing,"SPRINGER, Gregory T.",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
17753,1984,Los Angeles,Rowing,Rowing,"STILLINGS, John Stuart",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
17775,1984,Los Angeles,Rowing,Rowing,"ESPESETH, Robert Douglas, Jr.",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
17776,1984,Los Angeles,Rowing,Rowing,"HERLAND, Douglas John",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
17777,1984,Los Angeles,Rowing,Rowing,"STILL, Kevin Raymond",USA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
17778,1984,Los Angeles,Rowing,Rowing,"ABBAGNALE, Carmine",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
17779,1984,Los Angeles,Rowing,Rowing,"ABBAGNALE, Giuseppe",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
17780,1984,Los Angeles,Rowing,Rowing,"DI CAPUA, Giuseppe",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
17781,1984,Los Angeles,Rowing,Rowing,"POPESCU, Dimitrie",ROU,Men,Pair-Oared Shell With Coxswain (2+),Silver
17782,1984,Los Angeles,Rowing,Rowing,"RADUCANU, Dumitru",ROU,Men,Pair-Oared Shell With Coxswain (2+),Silver
17783,1984,Los Angeles,Rowing,Rowing,"TOMOIAGA, Vasile",ROU,Men,Pair-Oared Shell With Coxswain (2+),Silver
17799,1984,Los Angeles,Rowing,Rowing,"FORD, Bruce",CAN,Men,Quadruple Sculls Without Coxswain (4X),Bronze
17800,1984,Los Angeles,Rowing,Rowing,"HAMILTON, Douglas",CAN,Men,Quadruple Sculls Without Coxswain (4X),Bronze
17801,1984,Los Angeles,Rowing,Rowing,"HUGHES, Michael",CAN,Men,Quadruple Sculls Without Coxswain (4X),Bronze
17802,1984,Los Angeles,Rowing,Rowing,"MONCKTON, Philip",CAN,Men,Quadruple Sculls Without Coxswain (4X),Bronze
17803,1984,Los Angeles,Rowing,Rowing,"DURSCH, Michael",FRG,Men,Quadruple Sculls Without Coxswain (4X),Gold
17804,1984,Los Angeles,Rowing,Rowing,"HEDDERICH, Albert",FRG,Men,Quadruple Sculls Without Coxswain (4X),Gold
17805,1984,Los Angeles,Rowing,Rowing,"HORMANN, Raimund",FRG,Men,Quadruple Sculls Without Coxswain (4X),Gold
17806,1984,Los Angeles,Rowing,Rowing,"WIEDENMANN, Dieter",FRG,Men,Quadruple Sculls Without Coxswain (4X),Gold
17807,1984,Los Angeles,Rowing,Rowing,"GULLOCK, Gary",AUS,Men,Quadruple Sculls Without Coxswain (4X),Silver
17808,1984,Los Angeles,Rowing,Rowing,"LOVRICH, Anthony",AUS,Men,Quadruple Sculls Without Coxswain (4X),Silver
17809,1984,Los Angeles,Rowing,Rowing,"MCLAREN, Timothy",AUS,Men,Quadruple Sculls Without Coxswain (4X),Silver
17810,1984,Los Angeles,Rowing,Rowing,"REEDY, Paul",AUS,Men,Quadruple Sculls Without Coxswain (4X),Silver
17811,1984,Los Angeles,Rowing,Rowing,"MILLS, Robert",CAN,Men,Single Sculls (1X),Bronze
17812,1984,Los Angeles,Rowing,Rowing,"KARPPINEN, Pertti",FIN,Men,Single Sculls (1X),Gold
17813,1984,Los Angeles,Rowing,Rowing,"KOLBE, Peter-Michael",FRG,Men,Single Sculls (1X),Silver
17817,1984,Los Angeles,Sailing,Sailing,"PEPONNET, Thierry",FRA,Men,470 - Two Person Dinghy,Bronze
17818,1984,Los Angeles,Sailing,Sailing,"PILLOT, Luc",FRA,Men,470 - Two Person Dinghy,Bronze
17819,1984,Los Angeles,Sailing,Sailing,"DORESTE, Luis",ESP,Men,470 - Two Person Dinghy,Gold
17820,1984,Los Angeles,Sailing,Sailing,"MOLINA CARRASCO, Roberto",ESP,Men,470 - Two Person Dinghy,Gold
17821,1984,Los Angeles,Sailing,Sailing,"BENJAMIN, Stephen Delancey",USA,Men,470 - Two Person Dinghy,Silver
17822,1984,Los Angeles,Sailing,Sailing,"STEINFELD, Hans Christopher",USA,Men,470 - Two Person Dinghy,Silver
17823,1984,Los Angeles,Sailing,Sailing,"KENDALL, Anthony Bruce",NZL,Men,Board (Windglider),Bronze
17824,1984,Los Angeles,Sailing,Sailing,"VAN DEN BERG, Stephan",NED,Men,Board (Windglider),Gold
17825,1984,Los Angeles,Sailing,Sailing,"STEELE, Randal Scott",USA,Men,Board (Windglider),Silver
17826,1984,Los Angeles,Sailing,Sailing,"CALDER, Stephen",CAN,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
17827,1984,Los Angeles,Sailing,Sailing,"FOGH, Hans Marius",CAN,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
17828,1984,Los Angeles,Sailing,Sailing,"KERR, John",CAN,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
17829,1984,Los Angeles,Sailing,Sailing,"DAVIS, Roderick Hopkins",USA,Men,Fleet/Match Race Keelboat Open (Soling),Gold
17830,1984,Los Angeles,Sailing,Sailing,"HAINES, Robert Bentley Jr.",USA,Men,Fleet/Match Race Keelboat Open (Soling),Gold
17831,1984,Los Angeles,Sailing,Sailing,"TREVELYAN, Edward",USA,Men,Fleet/Match Race Keelboat Open (Soling),Gold
17832,1984,Los Angeles,Sailing,Sailing,"ADLER, Daniel",BRA,Men,Fleet/Match Race Keelboat Open (Soling),Silver
17833,1984,Los Angeles,Sailing,Sailing,"GRAEL, Torben",BRA,Men,Fleet/Match Race Keelboat Open (Soling),Silver
17834,1984,Los Angeles,Sailing,Sailing,"SENFFT, Ronaldo",BRA,Men,Fleet/Match Race Keelboat Open (Soling),Silver
17835,1984,Los Angeles,Sailing,Sailing,"ALLAM, Peter Frank",GBR,Men,Flying Dutchman,Bronze
17836,1984,Los Angeles,Sailing,Sailing,"RICHARDS, Jonathan",GBR,Men,Flying Dutchman,Bronze
17837,1984,Los Angeles,Sailing,Sailing,"BUCHAN, William Carl Jr.",USA,Men,Flying Dutchman,Gold
17838,1984,Los Angeles,Sailing,Sailing,"MCKEE, Jonathan Dunn",USA,Men,Flying Dutchman,Gold
17839,1984,Los Angeles,Sailing,Sailing,"BASTET, Evert",CAN,Men,Flying Dutchman,Silver
17840,1984,Los Angeles,Sailing,Sailing,"MCLAUGHLIN, Terence",CAN,Men,Flying Dutchman,Silver
17841,1984,Los Angeles,Sailing,Sailing,"NEILSON, Terence",CAN,Men,Single-Handed Dinghy (Finn),Bronze
17842,1984,Los Angeles,Sailing,Sailing,"COUTTS, Russell",NZL,Men,Single-Handed Dinghy (Finn),Gold
17843,1984,Los Angeles,Sailing,Sailing,"BERTRAND, John Joseph",USA,Men,Single-Handed Dinghy (Finn),Silver
17844,1984,Los Angeles,Sailing,Sailing,"ANDERSON, John Scott",AUS,Men,Tornado - Multihull,Bronze
17845,1984,Los Angeles,Sailing,Sailing,"CAIRNS, Christopher",AUS,Men,Tornado - Multihull,Bronze
17846,1984,Los Angeles,Sailing,Sailing,"SELLERS, Rex Samuel",NZL,Men,Tornado - Multihull,Gold
17847,1984,Los Angeles,Sailing,Sailing,"TIMMS, Christopher",NZL,Men,Tornado - Multihull,Gold
17848,1984,Los Angeles,Sailing,Sailing,"GLASER, Jay",USA,Men,Tornado - Multihull,Silver
17849,1984,Los Angeles,Sailing,Sailing,"SMYTH, Randy",USA,Men,Tornado - Multihull,Silver
17850,1984,Los Angeles,Sailing,Sailing,"GORLA, Giorgio",ITA,Men,Two-Person Keelboat Open (Star),Bronze
17851,1984,Los Angeles,Sailing,Sailing,"PERABONI, Alfio",ITA,Men,Two-Person Keelboat Open (Star),Bronze
17852,1984,Los Angeles,Sailing,Sailing,"BUCHAN, William E. Sr.",USA,Men,Two-Person Keelboat Open (Star),Gold
17853,1984,Los Angeles,Sailing,Sailing,"ERICKSON, Steven Richard",USA,Men,Two-Person Keelboat Open (Star),Gold
17854,1984,Los Angeles,Sailing,Sailing,"GRIESE, Joachim",FRG,Men,Two-Person Keelboat Open (Star),Silver
17855,1984,Los Angeles,Sailing,Sailing,"MARCOUR, Michael",FRG,Men,Two-Person Keelboat Open (Star),Silver
17859,1984,Los Angeles,Shooting,Shooting,"DAGGER, Barry Edward",GBR,Men,10M Air Rifle (60 Shots),Bronze
17860,1984,Los Angeles,Shooting,Shooting,"HEBERLE, Philippe",FRA,Men,10M Air Rifle (60 Shots),Gold
17861,1984,Los Angeles,Shooting,Shooting,"KRONTHALER, Andreas",AUT,Men,10M Air Rifle (60 Shots),Silver
17865,1984,Los Angeles,Shooting,Shooting,"BIES, Rauno",FIN,Men,25M Rapid Fire Pistol (60 Shots),Bronze
17866,1984,Los Angeles,Shooting,Shooting,"KAMACHI, Takeo",JPN,Men,25M Rapid Fire Pistol (60 Shots),Gold
17867,1984,Los Angeles,Shooting,Shooting,"ION, Corneliu",ROU,Men,25M Rapid Fire Pistol (60 Shots),Silver
17868,1984,Los Angeles,Shooting,Shooting,"WANG, Yifu",CHN,Men,50M Pistol (60 Shots),Bronze
17869,1984,Los Angeles,Shooting,Shooting,"XU, Haifeng",CHN,Men,50M Pistol (60 Shots),Gold
17870,1984,Los Angeles,Shooting,Shooting,"SKANÄKER, Ragnar",SWE,Men,50M Pistol (60 Shots),Silver
17874,1984,Los Angeles,Shooting,Shooting,"ALLAN, Alister Millar",GBR,Men,50M Rifle 3 Positions (3X40 Shots),Bronze
17875,1984,Los Angeles,Shooting,Shooting,"COOPER, Malcolm Douglas",GBR,Men,50M Rifle 3 Positions (3X40 Shots),Gold
17876,1984,Los Angeles,Shooting,Shooting,"NIPKOV, Daniel",SUI,Men,50M Rifle 3 Positions (3X40 Shots),Silver
17877,1984,Los Angeles,Shooting,Shooting,"SULLIVAN, Michael",GBR,Men,50M Rifle Prone (60 Shots),Bronze
17878,1984,Los Angeles,Shooting,Shooting,"ETZEL, Edward",USA,Men,50M Rifle Prone (60 Shots),Gold
17879,1984,Los Angeles,Shooting,Shooting,"BURY, Michel",FRA,Men,50M Rifle Prone (60 Shots),Silver
17880,1984,Los Angeles,Shooting,Shooting,"HUANG, Shi-Ping",CHN,Men,50M Running Target (30+30 Shots),Bronze
17881,1984,Los Angeles,Shooting,Shooting,"LI, Yu-Wei",CHN,Men,50M Running Target (30+30 Shots),Gold
17882,1984,Los Angeles,Shooting,Shooting,"BELLINGRODT, Helmut",COL,Men,50M Running Target (30+30 Shots),Silver
17883,1984,Los Angeles,Shooting,Shooting,"SCRIBANI ROSSI, Luca",ITA,Men,Skeet (125 Targets),Bronze
17884,1984,Los Angeles,Shooting,Shooting,"DRYKE, Matthew Alexander",USA,Men,Skeet (125 Targets),Gold
17885,1984,Los Angeles,Shooting,Shooting,"RASMUSSEN, Ole Riber",DEN,Men,Skeet (125 Targets),Silver
17886,1984,Los Angeles,Shooting,Shooting,"CARLISLE, Daniel Thomas",USA,Men,Trap (125 Targets),Bronze
17887,1984,Los Angeles,Shooting,Shooting,"GIOVANNETTI, Luciano",ITA,Men,Trap (125 Targets),Gold
17888,1984,Los Angeles,Shooting,Shooting,"BOZA, Francisco",PER,Men,Trap (125 Targets),Silver
17889,1984,Los Angeles,Volleyball,Volleyball,"BERTOLI, Franco",ITA,Men,Volleyball,Bronze
17890,1984,Los Angeles,Volleyball,Volleyball,"DALL'OLIO, Grancesco",ITA,Men,Volleyball,Bronze
17891,1984,Los Angeles,Volleyball,Volleyball,"DAMETTO, Giancarlo",ITA,Men,Volleyball,Bronze
17892,1984,Los Angeles,Volleyball,Volleyball,"DE LUIGI, Guido",ITA,Men,Volleyball,Bronze
17893,1984,Los Angeles,Volleyball,Volleyball,"ERRICHIELLO, Giovanni",ITA,Men,Volleyball,Bronze
17894,1984,Los Angeles,Volleyball,Volleyball,"LANFRANCO, Giovanni",ITA,Men,Volleyball,Bronze
17895,1984,Los Angeles,Volleyball,Volleyball,"LUCCHETTA, Andrea",ITA,Men,Volleyball,Bronze
17896,1984,Los Angeles,Volleyball,Volleyball,"LUCCHETTA, Pier Paolo",ITA,Men,Volleyball,Bronze
17897,1984,Los Angeles,Volleyball,Volleyball,"NEGRI, Marco",ITA,Men,Volleyball,Bronze
17898,1984,Los Angeles,Volleyball,Volleyball,"REBAUDENGO, Piero",ITA,Men,Volleyball,Bronze
17899,1984,Los Angeles,Volleyball,Volleyball,"VECCHI, Paolo",ITA,Men,Volleyball,Bronze
17900,1984,Los Angeles,Volleyball,Volleyball,"VULLO, Fabio",ITA,Men,Volleyball,Bronze
17901,1984,Los Angeles,Volleyball,Volleyball,"BERZINS, Aldis Imants",USA,Men,Volleyball,Gold
17902,1984,Los Angeles,Volleyball,Volleyball,"BUCK, Craig Werner",USA,Men,Volleyball,Gold
17903,1984,Los Angeles,Volleyball,Volleyball,"DUWELIUS, Richard Lloyd",USA,Men,Volleyball,Gold
17904,1984,Los Angeles,Volleyball,Volleyball,"DVORAK, Douglas Scott",USA,Men,Volleyball,Gold
17905,1984,Los Angeles,Volleyball,Volleyball,"KIRALY, Charles",USA,Men,Volleyball,Gold
17906,1984,Los Angeles,Volleyball,Volleyball,"MARLOWE, Christian",USA,Men,Volleyball,Gold
17907,1984,Los Angeles,Volleyball,Volleyball,"POWERS, Patrick Robert",USA,Men,Volleyball,Gold
17908,1984,Los Angeles,Volleyball,Volleyball,"SALMONS, Steven Edward",USA,Men,Volleyball,Gold
17909,1984,Los Angeles,Volleyball,Volleyball,"SAUNDERS, David Patrick",USA,Men,Volleyball,Gold
17910,1984,Los Angeles,Volleyball,Volleyball,"SUNDERLAND, Paul Benedict",USA,Men,Volleyball,Gold
17911,1984,Los Angeles,Volleyball,Volleyball,"TIMMONS, Steve Dennis",USA,Men,Volleyball,Gold
17912,1984,Los Angeles,Volleyball,Volleyball,"WALDIE, Mark",USA,Men,Volleyball,Gold
17913,1984,Los Angeles,Volleyball,Volleyball,"CAMPOS NASCIMENTO, Rui",BRA,Men,Volleyball,Silver
